Core, 0
Cumulative Cycles, 8258003             
Cumulative Instructions, 20000000            
Cumulative IPC, 2.42189
Periodic Cycles, 3953856             
Periodic Instructions, 10000000            
Periodic IPC, 2.52918

EXECUTION_TIME_count, 1235580000000
EXECUTION_TIME_total_count, 2580625937500

NODE_CYCLE_count,       3953856
NODE_CYCLE_total_count,       8258003

NODE_INST_COUNT_count,      10000000
NODE_INST_COUNT_total_count,      20000000

NODE_INST_COUNT_FETCHED_count,      10000000
NODE_INST_COUNT_FETCHED_total_count,      20000000

NODE_UOP_COUNT_count,      12931172
NODE_UOP_COUNT_total_count,      25864365

FULL_WINDOW_STALL_count,        551469
FULL_WINDOW_STALL_pct,       13.948
FULL_WINDOW_STALL_total_count,       1112485
FULL_WINDOW_STALL_total_pct,       13.472

FULL_WINDOW_MEM_OP_count,        207228
FULL_WINDOW_MEM_OP_pct,       49.813
FULL_WINDOW_MEM_OP_total_count,        460017
FULL_WINDOW_MEM_OP_total_pct,       53.889

FULL_WINDOW_FP_OP_count,        200497
FULL_WINDOW_FP_OP_pct,       48.195
FULL_WINDOW_FP_OP_total_count,        377763
FULL_WINDOW_FP_OP_total_pct,       44.253

FULL_WINDOW_OTHER_OP_count,          8289
FULL_WINDOW_OTHER_OP_pct,        1.992
FULL_WINDOW_OTHER_OP_total_count,         15857
FULL_WINDOW_OTHER_OP_total_pct,        1.858
FULL_WINDOW_OTHER_OP_sum_count,        416014
FULL_WINDOW_OTHER_OP_sum_pct,      100.000
FULL_WINDOW_OTHER_OP_sum_total_count,        853637
FULL_WINDOW_OTHER_OP_sum_total_pct,      100.000
FULL_WINDOW_OTHER_OP_mean,         0.52
FULL_WINDOW_OTHER_OP_stddev,         0.40
FULL_WINDOW_OTHER_OP_total_mean,         0.48
FULL_WINDOW_OTHER_OP_total_stddev,         0.41

RET_BLOCKED_DC_MISS_count,        533607
RET_BLOCKED_DC_MISS_pct,       13.496
RET_BLOCKED_DC_MISS_total_count,       1248197
RET_BLOCKED_DC_MISS_total_pct,       15.115

RET_BLOCKED_L1_MISS_count,         10633
RET_BLOCKED_L1_MISS_pct,        0.269
RET_BLOCKED_L1_MISS_total_count,        106967
RET_BLOCKED_L1_MISS_total_pct,        1.295

RET_BLOCKED_L1_MISS_BW_PREF_count,            62
RET_BLOCKED_L1_MISS_BW_PREF_pct,        0.002
RET_BLOCKED_L1_MISS_BW_PREF_total_count,          1640
RET_BLOCKED_L1_MISS_BW_PREF_total_pct,        0.020

RET_BLOCKED_L1_ACCESS_count,        522974
RET_BLOCKED_L1_ACCESS_pct,       13.227
RET_BLOCKED_L1_ACCESS_total_count,       1141380
RET_BLOCKED_L1_ACCESS_total_pct,       13.822

RET_BLOCKED_MEM_STALL_count,         10633
RET_BLOCKED_MEM_STALL_pct,        0.269
RET_BLOCKED_MEM_STALL_total_count,        107021
RET_BLOCKED_MEM_STALL_total_pct,        1.296

RET_BLOCKED_OFFCHIP_DEMAND_count,             0
RET_BLOCKED_OFFCHIP_DEMAND_pct,        0.000
RET_BLOCKED_OFFCHIP_DEMAND_total_count,             0
RET_BLOCKED_OFFCHIP_DEMAND_total_pct,        0.000

OP_ISSUED_count,      14971492
OP_ISSUED_total_count,      30941976

OP_RETIRED_count,      12931172
OP_RETIRED_total_count,      25864365

REPLAY_SIGNALED_count,             0
REPLAY_SIGNALED_total_count,             0

REPLAY_COUNTED_count,             0
REPLAY_COUNTED_total_count,             0

OFF_CRITICAL_PATH_count,             0
OFF_CRITICAL_PATH_pct,         -nan
OFF_CRITICAL_PATH_total_count,             0
OFF_CRITICAL_PATH_total_pct,         -nan

ON_CRITICAL_PATH_count,             0
ON_CRITICAL_PATH_pct,         -nan
ON_CRITICAL_PATH_total_count,             0
ON_CRITICAL_PATH_total_pct,         -nan
ON_CRITICAL_PATH_sum_count,             0
ON_CRITICAL_PATH_sum_pct,         -nan
ON_CRITICAL_PATH_sum_total_count,             0
ON_CRITICAL_PATH_sum_total_pct,         -nan
ON_CRITICAL_PATH_mean,         -nan
ON_CRITICAL_PATH_stddev,         -nan
ON_CRITICAL_PATH_total_mean,         -nan
ON_CRITICAL_PATH_total_stddev,         -nan

LD_NO_DEPENDENTS_count,        113941
LD_NO_DEPENDENTS_pct,        3.187
LD_NO_DEPENDENTS_total_count,        229639
LD_NO_DEPENDENTS_total_pct,        3.212

LD_DEPENDENTS_count,       3460763
LD_DEPENDENTS_pct,       96.813
LD_DEPENDENTS_total_count,       6919550
LD_DEPENDENTS_total_pct,       96.788
LD_DEPENDENTS_sum_count,       3574704
LD_DEPENDENTS_sum_pct,      100.000
LD_DEPENDENTS_sum_total_count,       7149189
LD_DEPENDENTS_sum_total_pct,      100.000
LD_DEPENDENTS_mean,         0.97
LD_DEPENDENTS_stddev,         0.95
LD_DEPENDENTS_total_mean,         0.97
LD_DEPENDENTS_total_stddev,         0.95

LD_EXEC_CYCLES_0_count,             0
LD_EXEC_CYCLES_0_pct,        0.000
LD_EXEC_CYCLES_0_total_count,             0
LD_EXEC_CYCLES_0_total_pct,        0.000

LD_EXEC_CYCLES_1_count,             0
LD_EXEC_CYCLES_1_pct,        0.000
LD_EXEC_CYCLES_1_total_count,             0
LD_EXEC_CYCLES_1_total_pct,        0.000

LD_EXEC_CYCLES_2_count,             0
LD_EXEC_CYCLES_2_pct,        0.000
LD_EXEC_CYCLES_2_total_count,             0
LD_EXEC_CYCLES_2_total_pct,        0.000

LD_EXEC_CYCLES_3_count,         10287
LD_EXEC_CYCLES_3_pct,       49.035
LD_EXEC_CYCLES_3_total_count,         20369
LD_EXEC_CYCLES_3_total_pct,       49.077

LD_EXEC_CYCLES_4_count,         10692
LD_EXEC_CYCLES_4_pct,       50.965
LD_EXEC_CYCLES_4_total_count,         21135
LD_EXEC_CYCLES_4_total_pct,       50.923
LD_EXEC_CYCLES_4_sum_count,         20979
LD_EXEC_CYCLES_4_sum_pct,      100.000
LD_EXEC_CYCLES_4_sum_total_count,         41504
LD_EXEC_CYCLES_4_sum_total_pct,      100.000
LD_EXEC_CYCLES_4_mean,         3.51
LD_EXEC_CYCLES_4_stddev,         2.55
LD_EXEC_CYCLES_4_total_mean,         3.51
LD_EXEC_CYCLES_4_total_stddev,         2.55

ICACHE_STAGE_STARVED_count,         31772
ICACHE_STAGE_STARVED_pct,        1.120
ICACHE_STAGE_STARVED_total_count,        116554
ICACHE_STAGE_STARVED_total_pct,        2.035

ICACHE_STAGE_NOT_STARVED_count,       2805421
ICACHE_STAGE_NOT_STARVED_pct,       98.880
ICACHE_STAGE_NOT_STARVED_total_count,       5609761
ICACHE_STAGE_NOT_STARVED_total_pct,       97.965
ICACHE_STAGE_NOT_STARVED_sum_count,       2837193
ICACHE_STAGE_NOT_STARVED_sum_pct,      100.000
