Core, 0
Cumulative Cycles, 21803526            
Cumulative Instructions, 20000000            
Cumulative IPC, 0.91728
Periodic Cycles, 10912629            
Periodic Instructions, 9999999             
Periodic IPC, 0.91637

ICACHE_MISS_count,          3038
ICACHE_MISS_pct,        0.368
ICACHE_MISS_total_count,          7115
ICACHE_MISS_total_pct,        0.428

ICACHE_HIT_count,        822778
ICACHE_HIT_pct,       99.632
ICACHE_HIT_total_count,       1655540
ICACHE_HIT_total_pct,       99.572
ICACHE_HIT_sum_count,        825816
ICACHE_HIT_sum_pct,      100.000
ICACHE_HIT_sum_total_count,       1662655
ICACHE_HIT_sum_total_pct,      100.000
ICACHE_HIT_mean,         1.00
ICACHE_HIT_stddev,         0.99
ICACHE_HIT_total_mean,         1.00
ICACHE_HIT_total_stddev,         0.99

ICACHE_MISS_ONPATH_count,          2315
ICACHE_MISS_ONPATH_pct,       76.201
ICACHE_MISS_ONPATH_total_count,          5247
ICACHE_MISS_ONPATH_total_pct,       73.746

ICACHE_MISS_OFFPATH_count,           723
ICACHE_MISS_OFFPATH_pct,       23.799
ICACHE_MISS_OFFPATH_total_count,          1868
ICACHE_MISS_OFFPATH_total_pct,       26.254
ICACHE_MISS_OFFPATH_sum_count,          3038
ICACHE_MISS_OFFPATH_sum_pct,      100.000
ICACHE_MISS_OFFPATH_sum_total_count,          7115
ICACHE_MISS_OFFPATH_sum_total_pct,      100.000
ICACHE_MISS_OFFPATH_mean,         0.24
ICACHE_MISS_OFFPATH_stddev,         0.39
ICACHE_MISS_OFFPATH_total_mean,         0.26
ICACHE_MISS_OFFPATH_total_stddev,         0.40

ICACHE_MISS_NOT_PREFETCHED_count,          2294
ICACHE_MISS_NOT_PREFETCHED_pct,       97.950
ICACHE_MISS_NOT_PREFETCHED_total_count,          5161
ICACHE_MISS_NOT_PREFETCHED_total_pct,       96.467

ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_count,             0
ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_pct,        0.000
ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_total_count,             0
ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_total_pct,        0.000

ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_count,             0
ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_pct,        0.000
ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_total_count,             0
ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_total_pct,        0.000

ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_count,            48
ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_pct,        2.050
ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_total_count,           189
ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_total_pct,        3.533

ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_count,             0
ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_pct,        0.000
ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_total_count,             0
ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_total_pct,        0.000
ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_sum_count,          2342
ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_sum_pct,      100.000
ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_sum_total_count,          5350
ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_sum_total_pct,      100.000
ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_mean,         0.06
ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_stddev,         0.42
ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_total_mean,         0.11
ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_total_stddev,         0.54

ICACHE_HIT_ONPATH_count,        668793
ICACHE_HIT_ONPATH_pct,       81.285
ICACHE_HIT_ONPATH_total_count,       1338281
ICACHE_HIT_ONPATH_total_pct,       80.837

ICACHE_HIT_OFFPATH_count,        153985
ICACHE_HIT_OFFPATH_pct,       18.715
ICACHE_HIT_OFFPATH_total_count,        317259
ICACHE_HIT_OFFPATH_total_pct,       19.163
ICACHE_HIT_OFFPATH_sum_count,        822778
ICACHE_HIT_OFFPATH_sum_pct,      100.000
ICACHE_HIT_OFFPATH_sum_total_count,       1655540
ICACHE_HIT_OFFPATH_sum_total_pct,      100.000
ICACHE_HIT_OFFPATH_mean,         0.19
ICACHE_HIT_OFFPATH_stddev,         0.36
ICACHE_HIT_OFFPATH_total_mean,         0.19
ICACHE_HIT_OFFPATH_total_stddev,         0.36

ICACHE_HIT_ONPATH_SAT_BY_OFFPATH_count,             0
ICACHE_HIT_ONPATH_SAT_BY_OFFPATH_pct,         -nan
ICACHE_HIT_ONPATH_SAT_BY_OFFPATH_total_count,             0
ICACHE_HIT_ONPATH_SAT_BY_OFFPATH_total_pct,         -nan

ICACHE_HIT_ONPATH_SAT_BY_ONPATH_count,             0
ICACHE_HIT_ONPATH_SAT_BY_ONPATH_pct,         -nan
